Date,"Close Price"
"2018-07-15 04:40:00",6266.82
"2018-07-15 04:41:00",6267.45
"2018-07-15 04:42:00",6267.86
"2018-07-15 04:43:00",6268.34
"2018-07-15 04:44:00",6268.37
"2018-07-15 04:45:00",6270.06
"2018-07-15 04:46:00",6275.89
"2018-07-15 04:47:00",6271.38
"2018-07-15 04:48:00",6270.41
"2018-07-15 04:49:00",6269.92
"2018-07-15 04:50:00",6270.41
"2018-07-15 04:51:00",6270.3
"2018-07-15 04:52:00",6265.52
"2018-07-15 04:53:00",6263.55
"2018-07-15 04:54:00",6263.6
"2018-07-15 04:55:00",6263.62
"2018-07-15 04:56:00",6263.81
"2018-07-15 04:57:00",6263.63
"2018-07-15 04:58:00",6263.53
"2018-07-15 04:59:00",6263.72
"2018-07-15 05:00:00",6265.06
"2018-07-15 05:01:00",6268.09
"2018-07-15 05:02:00",6268.91
"2018-07-15 05:03:00",6268.16
"2018-07-15 05:04:00",6268.76
"2018-07-15 05:05:00",6268.89
"2018-07-15 05:06:00",6270.32
"2018-07-15 05:07:00",6270.39
"2018-07-15 05:08:00",6270.24
"2018-07-15 05:09:00",6269.41
"2018-07-15 05:10:00",6269.18
"2018-07-15 05:11:00",6269.97
"2018-07-15 05:12:00",6269.88
"2018-07-15 05:13:00",6270.22
"2018-07-15 05:14:00",6270.17
"2018-07-15 05:15:00",6270.38
"2018-07-15 05:16:00",6270.65
"2018-07-15 05:17:00",6270.68
"2018-07-15 05:18:00",6270.27
"2018-07-15 05:19:00",6269.92
"2018-07-15 05:20:00",6270.06
"2018-07-15 05:21:00",6269.77
"2018-07-15 05:22:00",6269.1
"2018-07-15 05:23:00",6268.64
"2018-07-15 05:24:00",6265.66
"2018-07-15 05:25:00",6265.67
"2018-07-15 05:26:00",6264.85
"2018-07-15 05:27:00",6264.55
"2018-07-15 05:28:00",6264.87
"2018-07-15 05:29:00",6264.87
"2018-07-15 05:30:00",6265.17
"2018-07-15 05:31:00",6265.06
"2018-07-15 05:32:00",6264.5
"2018-07-15 05:33:00",6264.43
"2018-07-15 05:34:00",6264.44
"2018-07-15 05:35:00",6264.42
"2018-07-15 05:36:00",6264.49
"2018-07-15 05:37:00",6264.7
"2018-07-15 05:38:00",6264.77
"2018-07-15 05:39:00",6265.38
"2018-07-15 05:40:00",6265.43
"2018-07-15 05:41:00",6265.38
"2018-07-15 05:42:00",6266.35
"2018-07-15 05:43:00",6268.65
"2018-07-15 05:44:00",6268.44
"2018-07-15 05:45:00",6269.39
"2018-07-15 05:46:00",6273.57
"2018-07-15 05:47:00",6279.09
"2018-07-15 05:48:00",6273.18
"2018-07-15 05:49:00",6272.47
"2018-07-15 05:50:00",6272.92
"2018-07-15 05:51:00",6274.13
"2018-07-15 05:52:00",6274.41
"2018-07-15 05:53:00",6276.13
"2018-07-15 05:54:00",6280.01
"2018-07-15 05:55:00",6280.94
"2018-07-15 05:56:00",6280.89
"2018-07-15 05:57:00",6278.16
"2018-07-15 05:58:00",6276.75
"2018-07-15 05:59:00",6277.01
"2018-07-15 06:00:00",6278.53
"2018-07-15 06:01:00",6280.51
"2018-07-15 06:02:00",6280.24
"2018-07-15 06:03:00",6280.25
"2018-07-15 06:04:00",6280.07
"2018-07-15 06:05:00",6280.6
"2018-07-15 06:06:00",6280.33
"2018-07-15 06:07:00",6280.34
"2018-07-15 06:08:00",6279.68
"2018-07-15 06:09:00",6279.73
"2018-07-15 06:10:00",6279.69
"2018-07-15 06:11:00",6279.32
"2018-07-15 06:12:00",6279.17
"2018-07-15 06:13:00",6278.27
"2018-07-15 06:14:00",6277.81
"2018-07-15 06:15:00",6278.34
"2018-07-15 06:16:00",6277.95
"2018-07-15 06:17:00",6277.66
"2018-07-15 06:18:00",6278.48
"2018-07-15 06:19:00",6278.53
"2018-07-15 06:20:00",6278.44
"2018-07-15 06:21:00",6278.43
"2018-07-15 06:22:00",6278.47
"2018-07-15 06:23:00",6278.57
"2018-07-15 06:24:00",6278.57
"2018-07-15 06:25:00",6278.57
"2018-07-15 06:26:00",6279.97
"2018-07-15 06:27:00",6280.26
"2018-07-15 06:28:00",6279.83
"2018-07-15 06:29:00",6280.48
"2018-07-15 06:30:00",6280.2
"2018-07-15 06:31:00",6279.8
"2018-07-15 06:32:00",6278.45
"2018-07-15 06:33:00",6276.99
"2018-07-15 06:34:00",6276.26
"2018-07-15 06:35:00",6277.28
"2018-07-15 06:36:00",6277.37
"2018-07-15 06:37:00",6277.23
"2018-07-15 06:38:00",6277.32
"2018-07-15 06:39:00",6277.21
"2018-07-15 06:40:00",6277.2
"2018-07-15 06:41:00",6277.35
"2018-07-15 06:42:00",6277.38
"2018-07-15 06:43:00",6277.4
"2018-07-15 06:44:00",6277.4
"2018-07-15 06:45:00",6277.48
"2018-07-15 06:46:00",6277.48
"2018-07-15 06:47:00",6278.32
"2018-07-15 06:48:00",6278.34
"2018-07-15 06:49:00",6278.34
"2018-07-15 06:50:00",6277.84
"2018-07-15 06:51:00",6278.15
"2018-07-15 06:52:00",6278.19
"2018-07-15 06:53:00",6278.63
"2018-07-15 06:54:00",6278.82
"2018-07-15 06:55:00",6277.89
"2018-07-15 06:56:00",6277.56
"2018-07-15 06:57:00",6277.19
"2018-07-15 06:58:00",6277.18
"2018-07-15 06:59:00",6277.18
"2018-07-15 07:00:00",6277.18
"2018-07-15 07:01:00",6277.19
"2018-07-15 07:02:00",6277.18
"2018-07-15 07:03:00",6277.31
"2018-07-15 07:04:00",6277.46
"2018-07-15 07:05:00",6277.5
"2018-07-15 07:06:00",6277.47
"2018-07-15 07:07:00",6277.29
"2018-07-15 07:08:00",6277.18
"2018-07-15 07:09:00",6277.06
"2018-07-15 07:10:00",6276.83
"2018-07-15 07:11:00",6276.87
"2018-07-15 07:12:00",6276.89
"2018-07-15 07:13:00",6276.81
"2018-07-15 07:14:00",6276.74
"2018-07-15 07:15:00",6277
"2018-07-15 07:16:00",6277.04
"2018-07-15 07:17:00",6277.25
"2018-07-15 07:18:00",6277.14
"2018-07-15 07:19:00",6277.13
"2018-07-15 07:20:00",6277.05
"2018-07-15 07:21:00",6276.69
"2018-07-15 07:22:00",6273.14
"2018-07-15 07:23:00",6271.43
"2018-07-15 07:24:00",6272.52
"2018-07-15 07:25:00",6272.44
"2018-07-15 07:26:00",6266.97
"2018-07-15 07:27:00",6265.56
"2018-07-15 07:28:00",6264.92
"2018-07-15 07:29:00",6264.76
"2018-07-15 07:30:00",6265.05
"2018-07-15 07:31:00",6265.16
"2018-07-15 07:32:00",6265.93
"2018-07-15 07:33:00",6265.79
"2018-07-15 07:34:00",6265.68
"2018-07-15 07:35:00",6266.18
"2018-07-15 07:36:00",6265.84
"2018-07-15 07:37:00",6266.39
"2018-07-15 07:38:00",6266.48
"2018-07-15 07:39:00",6266.97
"2018-07-15 07:40:00",6267.41
"2018-07-15 07:41:00",6267.17
"2018-07-15 07:42:00",6267.26
"2018-07-15 07:43:00",6267.49
"2018-07-15 07:44:00",6267.78
"2018-07-15 07:45:00",6268.63
"2018-07-15 07:46:00",6268.91
"2018-07-15 07:47:00",6270.96
"2018-07-15 07:48:00",6271.85
"2018-07-15 07:49:00",6272.79
"2018-07-15 07:50:00",6273.89
"2018-07-15 07:51:00",6274
"2018-07-15 07:52:00",6274.37
"2018-07-15 07:53:00",6275.3
"2018-07-15 07:54:00",6275.99
"2018-07-15 07:55:00",6275.84
"2018-07-15 07:56:00",6275.77
"2018-07-15 07:57:00",6275.82
"2018-07-15 07:58:00",6275.91
"2018-07-15 07:59:00",6275.72
"2018-07-15 08:00:00",6275.62
"2018-07-15 08:01:00",6276.2
"2018-07-15 08:02:00",6277.15
"2018-07-15 08:03:00",6277.2
"2018-07-15 08:04:00",6277.28
"2018-07-15 08:05:00",6277.91
"2018-07-15 08:06:00",6279.53
"2018-07-15 08:07:00",6279.94
"2018-07-15 08:08:00",6280.65
"2018-07-15 08:09:00",6280.9
"2018-07-15 08:10:00",6281.36
"2018-07-15 08:11:00",6282.56
"2018-07-15 08:12:00",6281.64
"2018-07-15 08:13:00",6281.29
"2018-07-15 08:14:00",6281.3
"2018-07-15 08:15:00",6281.43
"2018-07-15 08:16:00",6285.43
"2018-07-15 08:17:00",6289.47
"2018-07-15 08:18:00",6291.56
"2018-07-15 08:19:00",6285.61
"2018-07-15 08:20:00",6284.15
"2018-07-15 08:21:00",6286.05
"2018-07-15 08:22:00",6288.75
"2018-07-15 08:23:00",6289.39
"2018-07-15 08:24:00",6290.68
"2018-07-15 08:25:00",6293.28
"2018-07-15 08:26:00",6288.87
"2018-07-15 08:27:00",6288.99
"2018-07-15 08:28:00",6288.02
"2018-07-15 08:29:00",6287.26
"2018-07-15 08:30:00",6282.76
"2018-07-15 08:31:00",6281.5
"2018-07-15 08:32:00",6280.67
"2018-07-15 08:33:00",6281.39
"2018-07-15 08:34:00",6282.62
"2018-07-15 08:35:00",6284.18
"2018-07-15 08:36:00",6283.82
"2018-07-15 08:37:00",6283.58
"2018-07-15 08:38:00",6284.86
"2018-07-15 08:39:00",6284.86
"2018-07-15 08:40:00",6285.12
"2018-07-15 08:41:00",6291.04
"2018-07-15 08:42:00",6292.92
"2018-07-15 08:43:00",6295.07
"2018-07-15 08:44:00",6299.12
"2018-07-15 08:45:00",6302.59
"2018-07-15 08:46:00",6300.2
"2018-07-15 08:47:00",6296.02
"2018-07-15 08:48:00",6295.1
"2018-07-15 08:49:00",6293.91
"2018-07-15 08:50:00",6293.26
"2018-07-15 08:51:00",6301.18
"2018-07-15 08:52:00",6302.23
"2018-07-15 08:53:00",6333.9
"2018-07-15 08:54:00",6335.33
"2018-07-15 08:55:00",6331.61
"2018-07-15 08:56:00",6315.89
"2018-07-15 08:57:00",6315.22
"2018-07-15 08:58:00",6313.45
"2018-07-15 08:59:00",6313.06
"2018-07-15 09:00:00",6314.09
"2018-07-15 09:01:00",6314.85
"2018-07-15 09:02:00",6314.92
"2018-07-15 09:03:00",6315.62
"2018-07-15 09:04:00",6315.45
"2018-07-15 09:05:00",6315.19
"2018-07-15 09:06:00",6318.22
"2018-07-15 09:07:00",6317.86
"2018-07-15 09:08:00",6321.82
"2018-07-15 09:09:00",6322.17
"2018-07-15 09:10:00",6323.67
"2018-07-15 09:11:00",6322.89
"2018-07-15 09:12:00",6326
"2018-07-15 09:13:00",6326.43
"2018-07-15 09:14:00",6327.03
"2018-07-15 09:15:00",6326.78
"2018-07-15 09:16:00",6326.62
"2018-07-15 09:17:00",6326.07
"2018-07-15 09:18:00",6326.06
"2018-07-15 09:19:00",6321.87
"2018-07-15 09:20:00",6316.77
"2018-07-15 09:21:00",6315.76
"2018-07-15 09:22:00",6315.88
"2018-07-15 09:23:00",6314.63
"2018-07-15 09:24:00",6313.89
"2018-07-15 09:25:00",6313.83
"2018-07-15 09:26:00",6314.24
"2018-07-15 09:27:00",6312.44
"2018-07-15 09:28:00",6312.49
"2018-07-15 09:29:00",6312.06
"2018-07-15 09:30:00",6312.06
"2018-07-15 09:31:00",6312.43
"2018-07-15 09:32:00",6311.83
"2018-07-15 09:33:00",6312.6
"2018-07-15 09:34:00",6312.72
"2018-07-15 09:35:00",6312.6
"2018-07-15 09:36:00",6312.41
"2018-07-15 09:37:00",6312.21
"2018-07-15 09:38:00",6312.21
"2018-07-15 09:39:00",6312.2
"2018-07-15 09:40:00",6312.04

"This data was produced from the CoinDesk price page."
http://www.coindesk.com/price/
