Date,"Close Price"
"2018-07-15 00:01:00",6249.06
"2018-07-15 00:02:00",6250.7
"2018-07-15 00:03:00",6251.68
"2018-07-15 00:04:00",6252.01
"2018-07-15 00:05:00",6252.74
"2018-07-15 00:06:00",6253.69
"2018-07-15 00:07:00",6252.94
"2018-07-15 00:08:00",6252.42
"2018-07-15 00:09:00",6253.28
"2018-07-15 00:10:00",6253.07
"2018-07-15 00:11:00",6253.17
"2018-07-15 00:12:00",6252.85
"2018-07-15 00:13:00",6252.85
"2018-07-15 00:14:00",6253.54
"2018-07-15 00:15:00",6253.73
"2018-07-15 00:16:00",6253.66
"2018-07-15 00:17:00",6253.63
"2018-07-15 00:18:00",6253.65
"2018-07-15 00:19:00",6253.65
"2018-07-15 00:20:00",6253.91
"2018-07-15 00:21:00",6253.93
"2018-07-15 00:22:00",6254.33
"2018-07-15 00:23:00",6254.32
"2018-07-15 00:24:00",6254.33
"2018-07-15 00:25:00",6254.32
"2018-07-15 00:26:00",6254.19
"2018-07-15 00:27:00",6254.05
"2018-07-15 00:28:00",6254.01
"2018-07-15 00:29:00",6254.27
"2018-07-15 00:30:00",6255.11
"2018-07-15 00:31:00",6255.13
"2018-07-15 00:32:00",6254.49
"2018-07-15 00:33:00",6255.09
"2018-07-15 00:34:00",6253.2
"2018-07-15 00:35:00",6253.49
"2018-07-15 00:36:00",6252.41
"2018-07-15 00:37:00",6251.97
"2018-07-15 00:38:00",6251.03
"2018-07-15 00:39:00",6248.94
"2018-07-15 00:40:00",6247.64
"2018-07-15 00:41:00",6246.88
"2018-07-15 00:42:00",6237.76
"2018-07-15 00:43:00",6238.14
"2018-07-15 00:44:00",6237.96
"2018-07-15 00:45:00",6238.73
"2018-07-15 00:46:00",6235.56
"2018-07-15 00:47:00",6237.58
"2018-07-15 00:48:00",6236.19
"2018-07-15 00:49:00",6233.5
"2018-07-15 00:50:00",6233.63
"2018-07-15 00:51:00",6234.98
"2018-07-15 00:52:00",6234.99
"2018-07-15 00:53:00",6235.22
"2018-07-15 00:54:00",6235.21
"2018-07-15 00:55:00",6235.37
"2018-07-15 00:56:00",6235.17
"2018-07-15 00:57:00",6236.01
"2018-07-15 00:58:00",6240.36
"2018-07-15 00:59:00",6245.81
"2018-07-15 01:00:00",6245.38
"2018-07-15 01:01:00",6244.9
"2018-07-15 01:02:00",6244.32
"2018-07-15 01:03:00",6243.81
"2018-07-15 01:04:00",6242.34
"2018-07-15 01:05:00",6241.5
"2018-07-15 01:06:00",6240.53
"2018-07-15 01:07:00",6240.23
"2018-07-15 01:08:00",6240.47
"2018-07-15 01:09:00",6241.95
"2018-07-15 01:10:00",6242.65
"2018-07-15 01:11:00",6242.24
"2018-07-15 01:12:00",6241.8
"2018-07-15 01:13:00",6240.43
"2018-07-15 01:14:00",6239.96
"2018-07-15 01:15:00",6239.89
"2018-07-15 01:16:00",6238.94
"2018-07-15 01:17:00",6238.4
"2018-07-15 01:18:00",6237.9
"2018-07-15 01:19:00",6237.85
"2018-07-15 01:20:00",6237.95
"2018-07-15 01:21:00",6234.92
"2018-07-15 01:22:00",6233.91
"2018-07-15 01:23:00",6234.48
"2018-07-15 01:24:00",6236.03
"2018-07-15 01:25:00",6236.82
"2018-07-15 01:26:00",6235.81
"2018-07-15 01:27:00",6235.69
"2018-07-15 01:28:00",6235.26
"2018-07-15 01:29:00",6234.2
"2018-07-15 01:30:00",6234.24
"2018-07-15 01:31:00",6234.48
"2018-07-15 01:32:00",6233.89
"2018-07-15 01:33:00",6234.86
"2018-07-15 01:34:00",6235.19
"2018-07-15 01:35:00",6235.66
"2018-07-15 01:36:00",6235.99
"2018-07-15 01:37:00",6236.94
"2018-07-15 01:38:00",6237.04
"2018-07-15 01:39:00",6236.99
"2018-07-15 01:40:00",6236.99
"2018-07-15 01:41:00",6238.48
"2018-07-15 01:42:00",6240.09
"2018-07-15 01:43:00",6240.94
"2018-07-15 01:44:00",6241.1
"2018-07-15 01:45:00",6240.77
"2018-07-15 01:46:00",6240.56
"2018-07-15 01:47:00",6240.65
"2018-07-15 01:48:00",6240.79
"2018-07-15 01:49:00",6241.61
"2018-07-15 01:50:00",6241.06
"2018-07-15 01:51:00",6241.03
"2018-07-15 01:52:00",6241.62
"2018-07-15 01:53:00",6241.5
"2018-07-15 01:54:00",6242.22
"2018-07-15 01:55:00",6241.48
"2018-07-15 01:56:00",6241.36
"2018-07-15 01:57:00",6241.32
"2018-07-15 01:58:00",6241.63
"2018-07-15 01:59:00",6241.79
"2018-07-15 02:00:00",6241.99
"2018-07-15 02:01:00",6241.98
"2018-07-15 02:02:00",6241.32
"2018-07-15 02:03:00",6239.98
"2018-07-15 02:04:00",6239.07
"2018-07-15 02:05:00",6238.98
"2018-07-15 02:06:00",6238.41
"2018-07-15 02:07:00",6238.11
"2018-07-15 02:08:00",6238.12
"2018-07-15 02:09:00",6238.29
"2018-07-15 02:10:00",6238.27
"2018-07-15 02:11:00",6238.62
"2018-07-15 02:12:00",6238.5
"2018-07-15 02:13:00",6239.15
"2018-07-15 02:14:00",6239.21
"2018-07-15 02:15:00",6239.54
"2018-07-15 02:16:00",6240.42
"2018-07-15 02:17:00",6240.91
"2018-07-15 02:18:00",6240.98
"2018-07-15 02:19:00",6241.81
"2018-07-15 02:20:00",6242.42
"2018-07-15 02:21:00",6242.22
"2018-07-15 02:22:00",6241.66
"2018-07-15 02:23:00",6242.88
"2018-07-15 02:24:00",6243.77
"2018-07-15 02:25:00",6243.96
"2018-07-15 02:26:00",6244.24
"2018-07-15 02:27:00",6244.78
"2018-07-15 02:28:00",6246.39
"2018-07-15 02:29:00",6245.98
"2018-07-15 02:30:00",6246.18
"2018-07-15 02:31:00",6246.5
"2018-07-15 02:32:00",6246.93
"2018-07-15 02:33:00",6246.32
"2018-07-15 02:34:00",6244.92
"2018-07-15 02:35:00",6244.87
"2018-07-15 02:36:00",6244.88
"2018-07-15 02:37:00",6244.87
"2018-07-15 02:38:00",6244.53
"2018-07-15 02:39:00",6244.7
"2018-07-15 02:40:00",6245.63
"2018-07-15 02:41:00",6245.84
"2018-07-15 02:42:00",6245.32
"2018-07-15 02:43:00",6245.69
"2018-07-15 02:44:00",6246.48
"2018-07-15 02:45:00",6246.17
"2018-07-15 02:46:00",6245.46
"2018-07-15 02:47:00",6245.31
"2018-07-15 02:48:00",6245.13
"2018-07-15 02:49:00",6245.19
"2018-07-15 02:50:00",6245.81
"2018-07-15 02:51:00",6246.18
"2018-07-15 02:52:00",6245.87
"2018-07-15 02:53:00",6246.04
"2018-07-15 02:54:00",6246.06
"2018-07-15 02:55:00",6246.04
"2018-07-15 02:56:00",6246.06
"2018-07-15 02:57:00",6247.38
"2018-07-15 02:58:00",6247.36
"2018-07-15 02:59:00",6245.53
"2018-07-15 03:00:00",6245.89
"2018-07-15 03:01:00",6245.79
"2018-07-15 03:02:00",6245.13
"2018-07-15 03:03:00",6245.05
"2018-07-15 03:04:00",6245.04
"2018-07-15 03:05:00",6245.11
"2018-07-15 03:06:00",6245.02
"2018-07-15 03:07:00",6245.32
"2018-07-15 03:08:00",6245.46
"2018-07-15 03:09:00",6245.38
"2018-07-15 03:10:00",6245.57
"2018-07-15 03:11:00",6245.42
"2018-07-15 03:12:00",6245.6
"2018-07-15 03:13:00",6245.43
"2018-07-15 03:14:00",6245.45
"2018-07-15 03:15:00",6245.23
"2018-07-15 03:16:00",6245.02
"2018-07-15 03:17:00",6245.3
"2018-07-15 03:18:00",6245.27
"2018-07-15 03:19:00",6245.46
"2018-07-15 03:20:00",6245.7
"2018-07-15 03:21:00",6245.79
"2018-07-15 03:22:00",6245.41
"2018-07-15 03:23:00",6245.53
"2018-07-15 03:24:00",6245.52
"2018-07-15 03:25:00",6245.52
"2018-07-15 03:26:00",6245.46
"2018-07-15 03:27:00",6245.33
"2018-07-15 03:28:00",6244.22
"2018-07-15 03:29:00",6244.05
"2018-07-15 03:30:00",6244.21
"2018-07-15 03:31:00",6244.2
"2018-07-15 03:32:00",6244.21
"2018-07-15 03:33:00",6243.87
"2018-07-15 03:34:00",6243.92
"2018-07-15 03:35:00",6243.91
"2018-07-15 03:36:00",6244.39
"2018-07-15 03:37:00",6245.33
"2018-07-15 03:38:00",6245.8
"2018-07-15 03:39:00",6246.03
"2018-07-15 03:40:00",6245.94
"2018-07-15 03:41:00",6246.01
"2018-07-15 03:42:00",6246.05
"2018-07-15 03:43:00",6246.01
"2018-07-15 03:44:00",6246.47
"2018-07-15 03:45:00",6246.55
"2018-07-15 03:46:00",6246.46
"2018-07-15 03:47:00",6246.37
"2018-07-15 03:48:00",6246.7
"2018-07-15 03:49:00",6247.09
"2018-07-15 03:50:00",6247.4
"2018-07-15 03:51:00",6245.59
"2018-07-15 03:52:00",6245.18
"2018-07-15 03:53:00",6246.13
"2018-07-15 03:54:00",6247.55
"2018-07-15 03:55:00",6248.5
"2018-07-15 03:56:00",6249.47
"2018-07-15 03:57:00",6249.39
"2018-07-15 03:58:00",6249.35
"2018-07-15 03:59:00",6249.73
"2018-07-15 04:00:00",6250.08
"2018-07-15 04:01:00",6250.39
"2018-07-15 04:02:00",6254.09
"2018-07-15 04:03:00",6255.75
"2018-07-15 04:04:00",6255.99
"2018-07-15 04:05:00",6256.27
"2018-07-15 04:06:00",6256.56
"2018-07-15 04:07:00",6257.72
"2018-07-15 04:08:00",6258.27
"2018-07-15 04:09:00",6258.57
"2018-07-15 04:10:00",6260.59
"2018-07-15 04:11:00",6260.66
"2018-07-15 04:12:00",6261
"2018-07-15 04:13:00",6258.75
"2018-07-15 04:14:00",6259.85
"2018-07-15 04:15:00",6259.87
"2018-07-15 04:16:00",6259.93
"2018-07-15 04:17:00",6259.96
"2018-07-15 04:18:00",6259.62
"2018-07-15 04:19:00",6260.1
"2018-07-15 04:20:00",6260.62
"2018-07-15 04:21:00",6260.58
"2018-07-15 04:22:00",6260.59
"2018-07-15 04:23:00",6260.74
"2018-07-15 04:24:00",6260.9
"2018-07-15 04:25:00",6260.99
"2018-07-15 04:26:00",6263.66
"2018-07-15 04:27:00",6264.45
"2018-07-15 04:28:00",6264.64
"2018-07-15 04:29:00",6264.82
"2018-07-15 04:30:00",6264.64
"2018-07-15 04:31:00",6264.15
"2018-07-15 04:32:00",6263.57
"2018-07-15 04:33:00",6262.68
"2018-07-15 04:34:00",6263.44
"2018-07-15 04:35:00",6264.24
"2018-07-15 04:36:00",6265.63
"2018-07-15 04:37:00",6265.81
"2018-07-15 04:38:00",6266.07
"2018-07-15 04:39:00",6266.37
